Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
36,14,1163033900,4.167,167.963,2230525.261,1375700.157,13.5,7.0,2,25.09,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
45,1713,1163034800,11.939,33.508,2230519.3219999997,1375566.2769999998,18.0,7.0,2,17.29,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,2,0,233.92,13.53,peachtree
76,34,1163026200,-26.570999999999998,184.916,2230501.012,1375739.2680000002,16.0,7.0,2,22.39,0.0,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
61,1717,1163036400,12.997,16.743,2230519.742,1375551.249,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,40.01,1.55,peachtree
765,705,1163106800,-14.415,190.63,2230510.941,1375725.705,13.5,7.0,2,22.4,-4.47,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
80,45,1163038300,-19.788,2040.5120000000002,2230774.873,1377496.259,17.7,7.2,2,9.81,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
90,31,1163027600,-16.43,178.113,2230509.798,1375730.7719999999,16.6,7.0,2,22.25,-10.02,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
89,209,1163039200,23.789,25.503,2230530.485,1375557.3390000002,18.0,7.0,2,23.83,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
83,22,1163026900,1.8530000000000002,158.422,2230524.339,1375708.1709999999,16.0,7.0,2,20.63,10.93,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
84,25,1163027000,-2.1830000000000003,145.75799999999998,2230518.144,1375696.419,16.5,7.0,2,21.34,6.11,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
145,206,1163044800,24.406,34.537,2230531.832,1375566.293,18.0,7.0,2,15.84,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,21,0,75.9,4.79,peachtree
580,439,1163088300,35.045,186.172,2230558.856,1375712.6630000002,16.0,6.5,2,20.77,0.0,1,122.0,202.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
160,9,1163046300,30.076,1997.411,2230830.744,1377461.295,12.7,6.7,2,23.87,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
152,21,1163045500,-14.819,2048.633,2230778.5409999997,1377505.044,14.9,6.8,2,12.33,0.0,1,115.0,214.0,5.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
1121,968,1163142400,32.246,187.618,2230556.3540000003,1375714.5780000002,13.0,6.6,2,5.16,0.0,1,122.0,202.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
1297,1144,1163160000,-7.331,123.05799999999999,2230507.367,1375657.094,3.5,6.5,1,20.0,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,1669,0.0,0.0,peachtree
986,618,1118847940600,32.921,2167.842,6452687.334,1871935.7130000002,15.0,7.9,2,45.12,0.0,3,102.0,204.0,1.0,0.0,2.0,3.0,0,32,0.0,0.0,us-101
122,32,1163030800,-18.06,179.062,2230508.363,1375732.011,16.0,7.0,2,19.64,-10.09,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
124,31,1163031000,-11.418,189.305,2230516.6969999997,1375740.9109999998,16.6,7.0,2,22.31,-7.8,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
202,17,1163050500,-13.007,121.65799999999999,2230501.596,1375656.158,14.2,6.4,2,15.14,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,11,0.0,0.0,peachtree
103,33,1163028900,42.823,2012.9589999999998,2230838.316,1377495.701,16.8,7.3,2,22.61,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
666,561,1163085200,-52.958,733.8960000000001,2230536.255,1376289.407,17.9,6.7,2,20.41,0.0,1,115.0,222.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
204,1395,1163050700,22.101,12.114,2230529.09,1375547.135,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,80.91,2.7,peachtree
91,263,1163027700,26.149,1619.013,2230859.631,1377097.6719999998,16.8,7.6,2,22.72,0.0,1,112.0,215.0,4.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
149,30,1163033500,-18.1,179.622,2230508.424,1375732.581,17.5,7.0,2,20.48,-10.1,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
208,1598,1163051100,11.573,12.311,2230518.568,1375546.7619999999,15.0,7.0,2,0.25,-4.89,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.27,113.1,peachtree
128,264,1163031400,36.92,1614.068,2230870.476,1377092.89,16.2,7.2,2,10.5,0.0,1,112.0,215.0,4.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
129,100,1163031500,-23.278000000000002,2014.309,2230772.787,1377486.9209999999,15.9,6.7,2,0.0,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
1151,936,1163145400,43.443000000000005,186.28799999999998,2230567.144,1375711.303,12.5,6.5,2,19.95,0.0,1,122.0,202.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
131,23,1163031700,-20.741,153.10299999999998,2230501.167,1375706.926,16.0,6.6,2,22.39,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
139,21,1163032500,3.438,143.619,2230523.301,1375693.3169999998,17.2,6.6,2,22.53,10.77,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
157,19,1163034300,-0.384,157.57299999999998,2230521.986,1375707.718,16.5,6.5,2,22.54,12.27,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
172,13,1163035800,25.758000000000003,1982.338,2230826.137,1377462.8290000001,17.1,6.5,2,25.72,0.0,0,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
153,42,1163033900,42.983000000000004,2009.332,2230839.029,1377492.1409999998,17.0,7.3,2,23.92,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
286,11,1163058900,32.255,1999.0410000000002,2230832.648,1377463.239,13.9,6.7,2,22.14,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
292,36,1163059500,43.14,2040.516,2230837.059,1377505.8909999998,16.4,7.2,2,15.03,0.0,1,113.0,214.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
290,1573,1163059300,13.683,18.687,2230520.319,1375553.229,16.5,7.0,2,11.25,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,39,0,49.91,4.44,peachtree
298,9,1163060100,26.956,1992.993,2230828.337,1377456.4519999998,15.4,6.7,2,23.77,0.0,0,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
206,23,1163039200,30.864,1980.2720000000002,2230831.499,1377461.5690000001,16.5,6.7,2,23.6,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
303,1428,1163060600,23.375999999999998,20.28,2230529.9080000003,1375555.3590000002,15.5,7.0,2,22.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,36,0,88.18,3.93,peachtree
310,7,1163061300,28.203000000000003,2002.213,2230828.159,1377465.754,13.8,6.8,2,0.0,0.0,0,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
527,337,1163071300,30.686,171.148,2230554.963,1375715.6630000002,16.0,6.7,2,17.74,0.0,1,122.0,202.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
704,514,1163089000,-17.415,104.116,2230497.182,1375656.267,16.0,7.0,2,40.18,0.0,2,111.0,201.0,0.0,1.0,4.0,1.0,0,88,0.0,0.0,peachtree
197,17,1163038300,-5.385,159.43,2230517.395,1375710.459,16.0,7.0,2,22.65,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
226,26,1163041200,33.94,1980.9520000000002,2230834.435,1377462.711,16.8,6.5,2,23.63,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
345,1476,1163064800,23.576999999999998,30.498,2230530.679,1375562.335,14.5,7.0,2,22.17,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,53,0,77.39,3.49,peachtree
352,712,1163065500,15.011,16.803,2230521.75,1375551.4219999998,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,105.42,4.25,peachtree
589,379,1163077500,-31.24,184.635,2230496.366,1375739.811,16.6,6.6,2,14.56,0.0,2,122.0,223.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
232,28,1163041800,7.815,147.899,2230528.418,1375696.76,16.0,6.5,2,22.54,9.37,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
375,925,1163067800,12.331,24.266,2230518.965,1375557.034,19.1,7.0,2,25.54,0.0,1,101.0,221.0,0.0,1.0,2.0,1.0,60,0,32.48,1.27,peachtree
1097,543,1118847951700,57.652,2163.3979999999997,6452668.444,1871919.144,14.0,6.4,2,54.94,0.0,5,101.0,208.0,1.0,0.0,2.0,1.0,0,70,0.0,0.0,us-101
225,1315,1163041100,23.843000000000004,89.53399999999999,2230537.124,1375638.3930000002,17.1,7.0,2,8.28,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,13,66,0.0,0.0,peachtree
225,1334,1163041100,25.243000000000002,57.306000000000004,2230535.91,1375606.157,16.0,7.0,2,11.98,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,65,0,32.23,2.69,peachtree
552,814,1163073800,12.77,90.912,2230526.192,1375640.5019999999,16.0,7.0,2,2.19,11.21,1,101.0,212.0,0.0,1.0,2.0,1.0,91,68,0.0,0.0,peachtree
562,1199,1163074800,12.706,68.793,2230524.344,1375618.561,16.0,7.0,2,1.34,11.2,1,101.0,214.0,0.0,1.0,2.0,1.0,67,69,34.44,25.7,peachtree
253,616,1163043900,13.835,42.301,2230523.3230000003,1375592.082,16.0,7.0,2,0.0,6.2,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,26.49,9999.99,peachtree
398,775,1163070100,13.421,21.223000000000003,2230519.9159999997,1375555.746,17.5,7.0,2,27.2,0.0,1,101.0,212.0,0.0,1.0,2.0,1.0,63,0,48.4,1.78,peachtree
1168,740,1118848873800,55.925,2157.877,6452669.509,1871920.503,15.0,6.9,2,15.0,0.0,5,108.0,201.0,1.0,0.0,4.0,1.0,0,73,0.0,0.0,us-101
431,26,1163073400,-9.575,2038.989,2230785.199,1377496.3159999999,15.9,6.9,2,14.45,0.0,0,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
625,372,1163081100,-32.856,186.447,2230495.0930000003,1375741.879,16.6,6.6,2,19.87,0.0,2,122.0,223.0,1.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
1294,858,1163159700,-18.125,115.37700000000001,2230495.986,1375650.312,19.5,7.0,2,23.7,0.0,2,112.0,201.0,0.0,1.0,4.0,1.0,0,94,0.0,0.0,peachtree
443,2377,1163074600,22.263,61.47,2230531.877,1375593.312,42.6,7.0,3,12.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,59,0,236.95,19.03,peachtree
291,29,1163047700,33.174,1987.58,2230832.664,1377469.144,16.7,6.6,2,27.31,0.0,1,114.0,213.0,5.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
657,372,1163084300,-6.4639999999999995,107.417,2230508.364,1375658.6709999999,16.4,6.7,2,31.45,0.0,1,122.0,201.0,0.0,1.0,4.0,1.0,0,11,0.0,0.0,peachtree
463,34,1163076600,-15.333,126.194,2230499.528,1375659.4309999999,15.9,6.7,2,5.97,12.27,2,123.0,201.0,0.0,1.0,4.0,1.0,0,1676,0.0,0.0,peachtree
339,26,1163052500,-12.177,104.887,2230502.465,1375656.612,16.0,6.5,2,9.57,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,61,0.0,0.0,peachtree
338,17,1163052400,29.881,1991.61,2230828.793,1377472.6230000001,16.4,6.7,2,24.0,0.0,1,114.0,213.0,5.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
329,19,1163051500,-2.187,147.309,2230518.406,1375697.909,16.1,6.6,2,22.52,11.96,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
416,126,1163060200,3.016,110.04700000000001,2230518.011,1375660.334,16.0,7.0,2,2.56,12.27,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
345,16,1163053100,-32.821,172.06099999999998,2230492.602,1375727.71,16.0,7.0,2,23.52,0.0,9999,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
372,28,1163055800,30.666999999999998,1992.8570000000002,2230829.379,1377473.975,16.1,6.7,2,21.26,0.0,1,114.0,213.0,5.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
493,1259,1163079600,14.520999999999999,31.616,2230521.7430000002,1375564.1819999998,14.5,7.0,2,48.22,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,63,0,264.65,5.49,peachtree
1219,587,1118847963900,43.494,2165.823,6452679.165,1871928.7040000001,28.5,8.4,3,38.66,0.0,4,102.0,208.0,1.0,0.0,2.0,3.0,0,100,0.0,0.0,us-101
1516,1018,1163181900,-16.223,88.057,2230495.67,1375622.927,16.6,6.5,2,49.43,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,94,0.0,0.0,peachtree
1557,1144,1163174300,-17.608,105.649,2230497.114,1375657.811,17.5,6.5,2,21.75,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,131,0.0,0.0,peachtree
506,1273,1163080900,12.64,18.284000000000002,2230519.3,1375552.7680000002,16.5,7.0,2,51.3,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,85,0,72.73,1.42,peachtree
513,39,1163069900,36.751,657.824,2230610.45,1376198.14,17.0,6.5,2,23.7,0.0,1,122.0,203.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
475,923,1163066100,17.128,1206.4080000000001,2230838.126,1376680.0269999998,16.0,7.0,2,11.44,0.0,1,111.0,214.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
558,31,1163086100,30.14,2013.904,2230828.284,1377477.6030000001,15.5,6.5,2,27.5,0.0,1,114.0,213.0,5.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
2247,1720,1163255000,-5.858,123.756,2230508.891,1375657.67,17.1,6.5,2,20.63,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,134,0.0,0.0,peachtree
1546,983,1163184900,-55.159,194.40900000000002,2230471.498,1375736.6069999998,18.6,6.5,2,20.55,0.0,2,114.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
578,2191,1163088100,14.228,19.137999999999998,2230520.838,1375553.709,18.0,7.0,2,36.16,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,89,0,303.16,8.38,peachtree
581,829,1163076700,38.208,1613.384,2230871.774,1377092.226,17.3,7.2,2,2.43,0.0,1,112.0,214.0,4.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
665,52,1163085100,-33.845,2042.308,2230758.091,1377512.775,17.4,6.8,2,14.9,12.27,0,114.0,215.0,5.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
634,276,1163082000,10.177,34.155,2230519.019,1375584.302,39.5,7.0,3,21.11,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,70,0,65.91,3.12,peachtree
1639,981,1163182500,-5.931,101.889,2230508.4480000003,1375653.118,17.3,6.6,2,42.04,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,216,0.0,0.0,peachtree
674,115,1163086000,4.582,83.462,2230517.435,1375633.9,16.5,7.0,2,20.27,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
741,42,1163092700,31.714000000000002,1992.289,2230830.501,1377473.574,16.6,6.5,2,21.78,0.0,1,114.0,213.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
703,78,1163088900,12.668,32.749,2230521.3880000003,1375582.699,16.0,7.0,2,26.0,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,66,0,460.85,17.72,peachtree
1548,841,1163173400,-5.96,106.89,2230508.824,1375658.105,16.2,6.7,2,28.13,0.0,1,122.0,201.0,0.0,1.0,4.0,1.0,0,132,0.0,0.0,peachtree
711,798,1163089700,24.629,45.768,2230534.364,1375594.707,16.5,7.0,2,36.03,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,66,0,475.58,13.2,peachtree
735,1661,1163092100,13.725,21.294,2230521.514,1375571.196,16.0,7.0,2,26.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,102,0,74.67,2.79,peachtree
764,1656,1163095000,14.247,20.816,2230521.995,1375570.677,17.0,7.0,2,30.33,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,105,0,77.17,2.54,peachtree
1523,934,1163182600,-7.647,113.866,2230506.307,1375647.957,12.2,6.7,2,44.72,0.0,1,121.0,201.0,0.0,1.0,4.0,1.0,0,1669,0.0,0.0,peachtree
1324,729,1118848889400,20.971,2159.848,6452692.837,1871946.608,17.0,6.9,2,8.11,0.0,2,108.0,203.0,0.0,0.0,1.0,1.0,0,112,0.0,0.0,us-101
802,35,1163098800,-12.645,97.06299999999999,2230501.365,1375648.851,16.0,6.7,2,17.03,0.0,2,123.0,201.0,0.0,1.0,4.0,1.0,0,0,0.0,0.0,peachtree
795,20,1163098100,33.786,1988.5379999999998,2230833.122,1377470.1840000001,15.8,6.6,2,19.61,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
818,14,1163100400,33.01,1983.895,2230833.066,1377465.477,16.5,6.7,2,23.94,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
803,1681,1163098900,12.081,48.248000000000005,2230522.058,1375598.195,21.0,7.0,2,23.71,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,105,0,181.18,7.64,peachtree
803,1553,1163098900,24.08,36.746,2230533.086,1375585.759,16.0,7.0,2,45.29,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,104,0,391.91,8.65,peachtree
1575,949,1163187800,-18.657,86.462,2230493.115,1375621.535,15.1,6.5,2,46.4,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,144,0.0,0.0,peachtree
623,153,1163092600,-11.315,204.92700000000002,2230516.508,1375739.265,15.1,6.8,2,21.19,0.0,1,123.0,222.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
841,1797,1163102700,23.217,21.697,2230531.0069999998,1375570.8290000001,17.0,7.0,2,29.43,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,104,0,534.05,18.15,peachtree
629,27,1163093200,16.223,1216.9160000000002,2230834.6659999997,1376674.119,11.5,7.0,2,17.41,0.0,1,111.0,221.0,3.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
855,1362,1163104100,23.864,18.221,2230531.371,1375567.312,16.0,7.0,2,28.11,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,116,0,43.91,1.56,peachtree
670,1211,1163097300,-10.332,203.296,2230517.1890000002,1375737.487,16.7,6.7,2,19.15,0.0,1,123.0,214.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
861,1651,1163104700,12.587,12.738,2230519.687,1375562.76,18.0,7.0,2,21.99,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,112,0,94.06,4.28,peachtree
871,34,1163105700,-21.938000000000002,2019.9129999999998,2230773.254,1377492.664,16.0,6.7,2,17.2,0.0,1,115.0,214.0,5.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
902,23,1163108800,32.209,1987.3020000000001,2230831.753,1377468.7219999998,17.2,6.6,2,22.78,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
675,125,1163097800,14.113,1227.214,2230836.704,1376684.4319999998,12.3,7.2,2,16.73,0.0,1,111.0,220.0,3.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
2265,1568,1163256800,-7.772,122.589,2230506.889,1375656.6619999998,20.0,6.5,2,30.53,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,134,0.0,0.0,peachtree
906,1642,1163109200,12.123,10.71,2230519.06,1375560.7769999998,18.0,7.0,2,15.31,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,120,0,55.25,3.61,peachtree
939,39,1163112500,-6.319,92.206,2230507.277,1375643.4980000001,16.0,7.3,2,31.36,0.0,1,102.0,201.0,0.0,1.0,4.0,1.0,0,103,0.0,0.0,peachtree
909,1452,1163109500,-17.153,173.21400000000003,2230508.2290000003,1375726.095,16.0,6.9,2,20.78,0.0,1,123.0,214.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
915,34,1163110100,25.708000000000002,2019.809,2230820.355,1377499.851,16.0,7.4,2,19.13,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
915,31,1163110100,35.357,2034.621,2230827.624,1377515.965,16.0,7.4,2,12.89,0.0,3,113.0,214.0,5.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
731,16,1163103400,0.127,158.812,2230519.6769999997,1375691.8569999998,16.0,8.5,2,23.28,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
1698,766,1163188400,-16.628,103.68700000000001,2230497.932,1375655.7759999998,16.0,6.7,2,33.66,0.0,2,115.0,201.0,0.0,1.0,4.0,1.0,0,203,0.0,0.0,peachtree
1586,658,1163177200,-8.054,103.773,2230506.485,1375655.168,15.6,6.6,2,31.97,0.0,1,122.0,201.0,0.0,1.0,4.0,1.0,0,99,0.0,0.0,peachtree
936,353,1163112200,-40.949,1178.734,2230773.865,1376676.9719999998,16.0,6.7,2,12.1,0.0,0,121.0,215.0,3.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
2321,1562,1163262400,-5.707000000000001,113.28399999999999,2230508.194,1375647.22,16.0,7.0,2,33.71,0.0,1,114.0,201.0,0.0,1.0,4.0,1.0,0,172,0.0,0.0,peachtree
792,34,1163109500,-17.142,194.19,2230508.887,1375729.7219999998,16.0,8.5,2,22.37,-9.32,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
948,1605,1163113400,-14.302999999999999,174.59900000000002,2230511.278,1375726.958,16.3,7.0,2,14.42,0.0,1,123.0,213.0,1.0,0.0,1.0,2.0,0,0,0.0,0.0,peachtree
950,2382,1163113600,22.019000000000002,33.863,2230530.798,1375583.052,16.0,7.0,2,14.62,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,118,0,61.71,4.22,peachtree
980,25,1163116600,32.04,1981.463,2230832.4790000003,1377462.926,15.5,6.8,2,23.74,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
952,132,1163113800,39.199,2027.609,2230832.4930000002,1377509.624,16.0,7.4,2,5.84,0.0,3,113.0,214.0,5.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
965,42,1163115100,40.773,2011.882,2230836.455,1377494.323,16.0,7.0,2,22.34,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
1008,32,1163119400,34.382,1982.547,2230834.628,1377464.355,16.8,6.6,2,22.29,0.0,1,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
799,1118,1163110200,22.693,215.607,2230551.848,1375743.743,16.0,8.5,2,5.84,-10.38,0,102.0,214.0,1.0,0.0,3.0,3.0,0,0,0.0,0.0,peachtree
1591,810,1163189400,-15.895,94.149,2230496.49,1375628.9730000002,19.0,7.0,2,42.5,0.0,2,114.0,201.0,0.0,1.0,4.0,1.0,0,144,0.0,0.0,peachtree
1675,899,1163197800,-23.086,202.075,2230504.42,1375738.531,18.5,7.0,2,4.91,-7.06,0,115.0,223.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
783,15,1163108600,-2.244,169.59,2230519.235,1375702.884,19.0,8.5,2,24.79,0.0,9999,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
